ID,Name,Description,Media_Type,Download_URL,Path_In_Zip,filesize,Layer_Order
6222147041b809aeb42897d7abe06adf,aspira02.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/Iberian/aspira02.jpg,,44471,
312570_geojson,312570.geojson,"Isogloss map for -s- aspiration in Iberian Peninsula Spanish, according to ALPI .",application/geo+json,file:/geojson.zip,312570.geojson,,0
a91f8bb5aa612dd25caea604b003adf2,HAL009.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/HALLangs/HAL009.jpg,,340369,
dba933d97c57a149990088464e1fd56c,HAL008.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/HALLangs/HAL008.jpg,,540086,
62ca4e329ec70a7ec600763c5e6d1c5c,HAL007.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/HALLangs/HAL007.jpg,,561364,
96d5b322a602abb798b5fb7246d2df5f,HAL006.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/HALLangs/HAL006.jpg,,786013,
249e411520eaf43577a785f6ba4bcbff,HAL010.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/HALLangs/HAL010.jpg,,507140,
ec9c494b7fa8ad0d6333e0fdca4db6e8,HAL005.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/HALLangs/HAL005.jpg,,559535,
a57a719bb3de84d4975577579ed31898,Xhosadistrib.gif,,image/gif,/home/robert/projects/ll/LL-map/raw/maps/SouthAfricaDistribution/Xhosadistrib.gif,,14119,
7cf7598a03cf983d0c39e2d1694e1d3c,Zuludistrib.gif,,image/gif,/home/robert/projects/ll/LL-map/raw/maps/SouthAfricaDistribution/Zuludistrib.gif,,14251,
10cd006cdff3f09beb7ca3ab95086f05,Afrikaansdistrib.gif,,image/gif,/home/robert/projects/ll/LL-map/raw/maps/SouthAfricaDistribution/Afrikaansdistrib.gif,,14387,
e4ec1feda50f6920921932309e4b5066,Sesothodistrib.gif,,image/gif,/home/robert/projects/ll/LL-map/raw/maps/SouthAfricaDistribution/Sesothodistrib.gif,,15034,
fb2a0478ac43748ad4eadea49202f56e,Tswanadistrib.gif,,image/gif,/home/robert/projects/ll/LL-map/raw/maps/SouthAfricaDistribution/Tswanadistrib.gif,,14068,
6bdd836ebe0292cfafc69ac9ac8dd4f5,Dall_alaska1875.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/DallAlaska/Dall_alaska1875.jpg,,4498880,
d1028e0c0a2efc80e4746d8123bdf583,Suttles.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/Suttles/Suttles.jpg,,7602699,
2139d9e8db1a30582dd164048cd603e1,549px-AlthochdeutscheSprachrume962_Box.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/OldHighLowGermanFris/549px-AlthochdeutscheSprachrume962_Box.jpg,,123218,
7ae99f7e86337ce4c1e62406f00cb084,Manx.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Manx/Manx.png,,23636,
c3944040f754e05854b7faf6110c3bc7,THR_LANG.gif,,image/gif,/home/robert/projects/ll/LL-map/raw/maps/balkans/THR_LANG.gif,,31320,
217255_geojson,217255.geojson,Ancient Languages of the Balkans,application/geo+json,file:/geojson.zip,217255.geojson,,0
217216_geojson,217216.geojson,Mixed language areas,application/geo+json,file:/geojson.zip,217216.geojson,,1
216701_geojson,216701.geojson,Ancient Cities,application/geo+json,file:/geojson.zip,216701.geojson,,2
216708_geojson,216708.geojson,Ethnic groups,application/geo+json,file:/geojson.zip,216708.geojson,,3
324779_geojson,324779.geojson,Central-eastern Oceanic Subgroup,application/geo+json,file:/geojson.zip,324779.geojson,,0
324798_geojson,324798.geojson,Polynesian Subgroup,application/geo+json,file:/geojson.zip,324798.geojson,,1
325040_geojson,325040.geojson,Island Locations,application/geo+json,file:/geojson.zip,325040.geojson,,2
324816_geojson,324816.geojson,Labels,application/geo+json,file:/geojson.zip,324816.geojson,,3
303326_geojson,303326.geojson,Asian Language Families 3,application/geo+json,file:/geojson.zip,303326.geojson,,0
332425_geojson,332425.geojson,Austronesia-area,application/geo+json,file:/geojson.zip,332425.geojson,,0
332510_geojson,332510.geojson,Austronesian-lines,application/geo+json,file:/geojson.zip,332510.geojson,,1
332485_geojson,332485.geojson,Austronesia-Points,application/geo+json,file:/geojson.zip,332485.geojson,,2
1907440f820f085d23b0f1747a7a29a9,American migration.JPG,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/NorthernIroquois/American%20migration.JPG,,69234,
341790_geojson,341790.geojson,Northern Iroquois Communities,application/geo+json,file:/geojson.zip,341790.geojson,,0
332900_geojson,332900.geojson,"New Britain, 1947-1959. Ethnic groups.",application/geo+json,file:/geojson.zip,332900.geojson,,0
136aa117649cdcaabec1c73f44e41b72,Dravidian.JPG,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/LinguisticSurveyIndia/Dravidian.JPG,,14219610,
340453_geojson,340453.geojson,Dravida Group,application/geo+json,file:/geojson.zip,340453.geojson,,0
340478_geojson,340478.geojson,Intermediate Group,application/geo+json,file:/geojson.zip,340478.geojson,,1
340522_geojson,340522.geojson,Andhra Language,application/geo+json,file:/geojson.zip,340522.geojson,,2
340501_geojson,340501.geojson,Brāhūī,application/geo+json,file:/geojson.zip,340501.geojson,,3
331424_geojson,331424.geojson,SSWMig,application/geo+json,file:/geojson.zip,331424.geojson,,0
331445_geojson,331445.geojson,SSWMigline1,application/geo+json,file:/geojson.zip,331445.geojson,,1
331466_geojson,331466.geojson,SSWMigline2,application/geo+json,file:/geojson.zip,331466.geojson,,2
331486_geojson,331486.geojson,SSWMigpt1,application/geo+json,file:/geojson.zip,331486.geojson,,3
188aa37b143ac0d3a926637de8fbc110,SonthalParganas.JPG,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/LinguisticSurveyIndia/SonthalParganas.JPG,,9917610,
340745_geojson,340745.geojson,Linguistic Survey of India - Sonthal Parganas,application/geo+json,file:/geojson.zip,340745.geojson,,0
62e92936a84c7362a748e9ca698a782c,Munda.JPG,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/LinguisticSurveyIndia/Munda.JPG,,11677506,
340993_geojson,340993.geojson,Juang,application/geo+json,file:/geojson.zip,340993.geojson,,0
341091_geojson,341091.geojson,Dialects,application/geo+json,file:/geojson.zip,341091.geojson,,5
341019_geojson,341019.geojson,Kharia,application/geo+json,file:/geojson.zip,341019.geojson,,1
341070_geojson,341070.geojson,Kurku,application/geo+json,file:/geojson.zip,341070.geojson,,2
341112_geojson,341112.geojson,Savara,application/geo+json,file:/geojson.zip,341112.geojson,,3
341151_geojson,341151.geojson,Kherwari,application/geo+json,file:/geojson.zip,341151.geojson,,4
1971177e9535105e23696e610ad293e8,Tai.JPG,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/LinguisticSurveyIndia/Tai.JPG,,7508416,
340575_geojson,340575.geojson,Linguistic Survey of India - Tai - Polygons,application/geo+json,file:/geojson.zip,340575.geojson,,0
340598_geojson,340598.geojson,Linguistic Survey of India - Tai - Lines,application/geo+json,file:/geojson.zip,340598.geojson,,1
cb12712bc282b0b6244d243ed113b789,ManchuTungus.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/LanguageAtlasChina/ManchuTungus.jpg,,1553248,
342403_geojson,342403.geojson,Manchu-Tungus Languages,application/geo+json,file:/geojson.zip,342403.geojson,,0
342427_geojson,342427.geojson,Language Atlas of China - Manchu-Tungus - Points,application/geo+json,file:/geojson.zip,342427.geojson,,1
342448_geojson,342448.geojson,Language Atlas of China - Manchu-Tungus - Cities,application/geo+json,file:/geojson.zip,342448.geojson,,2
396898d677acd307ae5ac9bf413d88fb,AfricaClass001.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/AfricaClass001/AfricaClass001.jpg,,689334,
321578_geojson,321578.geojson,Bantu Language Area,application/geo+json,file:/geojson.zip,321578.geojson,,0
321600_geojson,321600.geojson,Approximate area of Nasal Harmony,application/geo+json,file:/geojson.zip,321600.geojson,,1
303927_geojson,303927.geojson,Kalianan in Contemporary South America,application/geo+json,file:/geojson.zip,303927.geojson,,0
303867_geojson,303867.geojson,Misumalpan,application/geo+json,file:/geojson.zip,303867.geojson,,0
305790_geojson,305790.geojson,Pano-Takanan,application/geo+json,file:/geojson.zip,305790.geojson,,0
332959_geojson,332959.geojson,Eastern Tasmanian Languages,application/geo+json,file:/geojson.zip,332959.geojson,,0
332980_geojson,332980.geojson,Uninhabited Areas of Tasmania,application/geo+json,file:/geojson.zip,332980.geojson,,1
333001_geojson,333001.geojson,Western Tasmanian Languages,application/geo+json,file:/geojson.zip,333001.geojson,,2
d6ac677941ed7d651dfba67fc9b4593e,NorthwestCoastalPeoples.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/NorthwestCoastalPeoples/NorthwestCoastalPeoples.jpg,,39010,
310976_geojson,310976.geojson,Northwest Coastal Peoples,application/geo+json,file:/geojson.zip,310976.geojson,,0
bf349aac11530eeab484d4016c82f16d,b_eth_merged.pdf,,application/pdf,/home/robert/projects/ll/LL-map/raw/maps/Bougainville_ethnic/b_eth_merged.pdf,,8520288,
336830_geojson,336830.geojson,1873 - 1907,application/geo+json,file:/geojson.zip,336830.geojson,,0
336848_geojson,336848.geojson,1908 - 1921,application/geo+json,file:/geojson.zip,336848.geojson,,1
336866_geojson,336866.geojson,1922 - 1946,application/geo+json,file:/geojson.zip,336866.geojson,,2
336884_geojson,336884.geojson,1947 - 1959,application/geo+json,file:/geojson.zip,336884.geojson,,3
336902_geojson,336902.geojson,1960 - 1975,application/geo+json,file:/geojson.zip,336902.geojson,,4
332304_geojson,332304.geojson,AWL Western Mande,application/geo+json,file:/geojson.zip,332304.geojson,,0
336131_geojson,336131.geojson,Language Enclaves,application/geo+json,file:/geojson.zip,336131.geojson,,1
ac13d2da2ea212b93d1d821a04203950,AustricDispersal.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/AustricDispersal/AustricDispersal.jpg,,8072760,
213cce6969471a0116961c9840ca073a,dinter02.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/Iberian/dinter02.jpg,,46699,
312359_geojson,312359.geojson,"Isogloss map for intervowel -d- elision, except for -ado suffixes, in Iberian Peninsula Spanish, according to ALPI .",application/geo+json,file:/geojson.zip,312359.geojson,,0
313149_geojson,313149.geojson,Jarrakan,application/geo+json,file:/geojson.zip,313149.geojson,,32
313161_geojson,313161.geojson,Nyulnyulan,application/geo+json,file:/geojson.zip,313161.geojson,,33
312964_geojson,312964.geojson,Arandic Languages,application/geo+json,file:/geojson.zip,312964.geojson,,7
312970_geojson,312970.geojson,Lower Murray,application/geo+json,file:/geojson.zip,312970.geojson,,8
312986_geojson,312986.geojson,Victoria (Other),application/geo+json,file:/geojson.zip,312986.geojson,,9
312992_geojson,312992.geojson,Ngayarta,application/geo+json,file:/geojson.zip,312992.geojson,,10
312998_geojson,312998.geojson,Warluwarric,application/geo+json,file:/geojson.zip,312998.geojson,,11
313020_geojson,313020.geojson,New South Wales (Other),application/geo+json,file:/geojson.zip,313020.geojson,,14
313167_geojson,313167.geojson,Maran,application/geo+json,file:/geojson.zip,313167.geojson,,34
313026_geojson,313026.geojson,Kartu,application/geo+json,file:/geojson.zip,313026.geojson,,15
313004_geojson,313004.geojson,Yuin-Kuri Languages,application/geo+json,file:/geojson.zip,313004.geojson,,12
313014_geojson,313014.geojson,Kanyara-Mantharta,application/geo+json,file:/geojson.zip,313014.geojson,,13
312927_geojson,312927.geojson,Yardli,application/geo+json,file:/geojson.zip,312927.geojson,,2
312946_geojson,312946.geojson,Marrngu,application/geo+json,file:/geojson.zip,312946.geojson,,3
312939_geojson,312939.geojson,Thura-Yura Languages,application/geo+json,file:/geojson.zip,312939.geojson,,4
312952_geojson,312952.geojson,Ngumpin-Yapa,application/geo+json,file:/geojson.zip,312952.geojson,,5
312958_geojson,312958.geojson,Karnic Languages,application/geo+json,file:/geojson.zip,312958.geojson,,6
312915_geojson,312915.geojson,Western Desert Language Cluster,application/geo+json,file:/geojson.zip,312915.geojson,,0
312921_geojson,312921.geojson,Southwest Languages,application/geo+json,file:/geojson.zip,312921.geojson,,1
313032_geojson,313032.geojson,Waka-Kabi,application/geo+json,file:/geojson.zip,313032.geojson,,16
313038_geojson,313038.geojson,Maric,application/geo+json,file:/geojson.zip,313038.geojson,,17
313044_geojson,313044.geojson,Central New South Wales,application/geo+json,file:/geojson.zip,313044.geojson,,18
313050_geojson,313050.geojson,Kulin,application/geo+json,file:/geojson.zip,313050.geojson,,19
313063_geojson,313063.geojson,Kalkatungic,application/geo+json,file:/geojson.zip,313063.geojson,,20
313069_geojson,313069.geojson,Mayi,application/geo+json,file:/geojson.zip,313069.geojson,,21
313075_geojson,313075.geojson,Paman,application/geo+json,file:/geojson.zip,313075.geojson,,22
313081_geojson,313081.geojson,Bandjalangic,application/geo+json,file:/geojson.zip,313081.geojson,,23
313091_geojson,313091.geojson,Western Torres,application/geo+json,file:/geojson.zip,313091.geojson,,24
313097_geojson,313097.geojson,Queensland Coast,application/geo+json,file:/geojson.zip,313097.geojson,,25
313103_geojson,313103.geojson,Turubulic,application/geo+json,file:/geojson.zip,313103.geojson,,26
313109_geojson,313109.geojson,Gumbaynggiric,application/geo+json,file:/geojson.zip,313109.geojson,,27
313125_geojson,313125.geojson,Tangkic,application/geo+json,file:/geojson.zip,313125.geojson,,28
313131_geojson,313131.geojson,Garrwan,application/geo+json,file:/geojson.zip,313131.geojson,,29
313119_geojson,313119.geojson,Worroran,application/geo+json,file:/geojson.zip,313119.geojson,,30
313143_geojson,313143.geojson,Bunaban,application/geo+json,file:/geojson.zip,313143.geojson,,31
313173_geojson,313173.geojson,Mindi,application/geo+json,file:/geojson.zip,313173.geojson,,35
313179_geojson,313179.geojson,Gunwinyguan,application/geo+json,file:/geojson.zip,313179.geojson,,36
313185_geojson,313185.geojson,Maningrida,application/geo+json,file:/geojson.zip,313185.geojson,,37
313191_geojson,313191.geojson,Iwaidjan,application/geo+json,file:/geojson.zip,313191.geojson,,38
0e78332389a902594347adca3700339d,Raw.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/Isogloss/Raw.jpg,,52146,
311574_geojson,311574.geojson,Zones,application/geo+json,file:/geojson.zip,311574.geojson,,0
b3acaadef7d552b70f495a737e837901,VikingWorld005.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/Viking%20World/VikingWorld005.jpg,,1060343,
308099_geojson,308099.geojson,Land granted by Carolingians,application/geo+json,file:/geojson.zip,308099.geojson,,0
308118_geojson,308118.geojson,Carolingian archaeological finds,application/geo+json,file:/geojson.zip,308118.geojson,,1
308162_geojson,308162.geojson,Site with Scandinavian place-name markers,application/geo+json,file:/geojson.zip,308162.geojson,,2
308185_geojson,308185.geojson,Peoples markers,application/geo+json,file:/geojson.zip,308185.geojson,,3
751a813bbb1db0f9c1b151df237f9500,miaoyao.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/LanguageAtlasChina/miaoyao.jpg,,2039903,
303706_geojson,303706.geojson,Mura-Matanawian,application/geo+json,file:/geojson.zip,303706.geojson,,0
efa5864a8139826a9ac7f61be9993dd0,VikingWorld003.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/Viking%20World/VikingWorld003.jpg,,3080561,
306631_geojson,306631.geojson,Linguistic Group c. 900,application/geo+json,file:/geojson.zip,306631.geojson,,0
306652_geojson,306652.geojson,Mixed Area,application/geo+json,file:/geojson.zip,306652.geojson,,1
306671_geojson,306671.geojson,Viking Trading Centers,application/geo+json,file:/geojson.zip,306671.geojson,,2
306690_geojson,306690.geojson,Goods traded by Vikings,application/geo+json,file:/geojson.zip,306690.geojson,,3
306710_geojson,306710.geojson,Trade Routes,application/geo+json,file:/geojson.zip,306710.geojson,,4
3fc84a4a9fb43b6f013550f03eb7cfa2,forehead.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Yupik/forehead.png,,26731082,
e920a7676ebd50714d47ba165447cb3c,pashorm.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/LinguisticSurveyIndia/pashorm.jpg,,19777527,
4cf8651a04d52ee8af397ed921820386,Map04-Abxazo_Adygskije-jazyki-in-1830s.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/AtlasCaucasianLangsAbkhazAdyghe1830s/Map04-Abxazo_Adygskije-jazyki-in-1830s.jpg,,10164562,
7fc9ad31f2ac2195eff0960bc24a1d7f,Map03-Kabardino-cherkeskij_and_abazinski_jazyki_small.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/AtlasCaucasianLangsAdygheKabardinoCircassianAbaza/Map03-Kabardino-cherkeskij_and_abazinski_jazyki_small.jpg,,177791,
d6cb2c603e4c6fd2ce623703bb428c69,Map03-Kabardino-cherkeskij_and_abazinski_jazyki.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/AtlasCaucasianLangsAdygheKabardinoCircassianAbaza/Map03-Kabardino-cherkeskij_and_abazinski_jazyki.jpg,,12891502,
00e7182da630a5960f77ecf2208696f1,Map02-Adygkie_jazyki_west11.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/AtlasCaucasianLangsAdygheKabardinoCircassianAbaza/Map02-Adygkie_jazyki_west11.jpg,,8362176,
f1b114a86b2895e78e8b126f0d7baf7b,Map02-Adygkie_jazyki_west11_small.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/AtlasCaucasianLangsAdygheKabardinoCircassianAbaza/Map02-Adygkie_jazyki_west11_small.jpg,,135037,
dfc196b5ae0f53141dd81c287e11e009,AdygheKabardinoCircassianAbaza.html,,text/html,/home/robert/projects/ll/LL-map/raw/maps/AtlasCaucasianLangsAdygheKabardinoCircassianAbaza/AdygheKabardinoCircassianAbaza.html,,6018,
d11f51577e73173226826afc3e352664,Map0203_original-select.html,,text/html,/home/robert/projects/ll/LL-map/raw/maps/AtlasCaucasianLangsAdygheKabardinoCircassianAbaza/Map0203_original-select.html,,4100,
81b5e2c4fac6e44ac3e17f1e91397f64,HAELG_PNG_v3_pt5_NIEThGrp_1947-1959_Map004.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/HAELG/HAELG_PNG_v3_pt5_NIEThGrp_1947-1959_Map004.jpg,,579604,
d2607ac45211428a65a99de74fa783d2,HAELG_PNG_v3_pt5_NIEthGrp_1873-1907_Map001.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/HAELG/HAELG_PNG_v3_pt5_NIEthGrp_1873-1907_Map001.jpg,,620242,
fdd143841a319d5daba0fb3a5799bd50,HAELG_PNG_v3_pt5_NIEthGrp_1908-1921_Map002.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/HAELG/HAELG_PNG_v3_pt5_NIEthGrp_1908-1921_Map002.jpg,,630622,
d1ba7224413f971f9753b7847b51cd7f,HAELG_PNG_v3_pt5_NIEthGrp_1922-1946_Map003.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/HAELG/HAELG_PNG_v3_pt5_NIEthGrp_1922-1946_Map003.jpg,,630587,
1291023c8e2c04a8e17ed7628bebd058,HAELG_PNG_v3_pt5_NIEthGrp_1960-1975_Map005.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/HAELG/HAELG_PNG_v3_pt5_NIEthGrp_1960-1975_Map005.jpg,,562913,
308947_geojson,308947.geojson,1873-1907,application/geo+json,file:/geojson.zip,308947.geojson,,0
308964_geojson,308964.geojson,1908-1921,application/geo+json,file:/geojson.zip,308964.geojson,,1
308981_geojson,308981.geojson,1922-1946,application/geo+json,file:/geojson.zip,308981.geojson,,2
308998_geojson,308998.geojson,1960-1975,application/geo+json,file:/geojson.zip,308998.geojson,,3
c340f8e6f3f93b9282fe6047ca95111e,VikingWorld006.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/Viking%20World/VikingWorld006.jpg,,2902929,
308209_geojson,308209.geojson,Area probably occupied by Vikings in Brittany,application/geo+json,file:/geojson.zip,308209.geojson,,0
308230_geojson,308230.geojson,Viking raids 819-914,application/geo+json,file:/geojson.zip,308230.geojson,,1
308251_geojson,308251.geojson,Bishopric and archbishopric,application/geo+json,file:/geojson.zip,308251.geojson,,2
308270_geojson,308270.geojson,Fortification,application/geo+json,file:/geojson.zip,308270.geojson,,3
308308_geojson,308308.geojson,"Battle, weapon find, ship burials",application/geo+json,file:/geojson.zip,308308.geojson,,4
308289_geojson,308289.geojson,Legend,application/geo+json,file:/geojson.zip,308289.geojson,,5
68031dca82183d4ed71f32c92dc06e20,fish_egg_roe.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Yupik/fish_egg_roe.png,,25935622,
02baf08fbf7ce256fe8b36ac1bbf72de,fish_scale.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Yupik/fish_scale.png,,27416403,
9ce4d5414f7b4e8d0f27847a9709bc15,atlas013.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/EskimoContact/atlas013.png,,34710641,
110108_geojson,110108.geojson,Smith Austronesian Hypothesis,application/geo+json,file:/geojson.zip,110108.geojson,,0
7c040fff49652b4e038bfa3784eab6da,austronesian-large.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/CribbAustronesian/austronesian-large.jpg,,455144,
109963_geojson,109963.geojson,Cribb Austronesian,application/geo+json,file:/geojson.zip,109963.geojson,,0
9bf2c20247bb968cab26af21727c263a,GrayandJordan.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/GrayandJordan/GrayandJordan.jpg,,41619,
110084_geojson,110084.geojson,Express Train Model Character States (Gray and Jordan),application/geo+json,file:/geojson.zip,110084.geojson,,0
110063_geojson,110063.geojson,Express Train Model Migrations (Gray and Jordan),application/geo+json,file:/geojson.zip,110063.geojson,,1
191aec73d2eae6a74007abef605df0cb,forgetting_it.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Yupik/forgetting_it.png,,26523040,
f79e9ef8ddaeaa7b8e2bcd9fc9081e1b,head.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Yupik/head.png,,26828985,
d1e91466381ebfdd441df013b7e3f0d9,heart.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Yupik/heart.png,,25837719,
09458e0885cefd3cebe4d2c94961e133,horse.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Yupik/horse.png,,28395433,
313872_geojson,313872.geojson,North Caucasian Languages,application/geo+json,file:/geojson.zip,313872.geojson,,0
fc83252391227e83429e70f3e5c0229e,page 342.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/Slav%20settlement%20of%20the%20Balkans/page%20342.jpg,,758971,
112726_geojson,112726.geojson,slav_settlement_training_map_areas,application/geo+json,file:/geojson.zip,112726.geojson,,0
112761_geojson,112761.geojson,slav_settlements_training_map_lines,application/geo+json,file:/geojson.zip,112761.geojson,,1
113258_geojson,113258.geojson,Slav settlements of the Balkans in the seventh and eighth centuries,application/geo+json,file:/geojson.zip,113258.geojson,,2
956e44707acb2dcffebdda639d6ae611,TaiwanEthnicGroups.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/TaiwanEthnicGroups/TaiwanEthnicGroups.png,,46118,
109744_geojson,109744.geojson,Taiwan Ethnic Groups,application/geo+json,file:/geojson.zip,109744.geojson,,0
111762_geojson,111762.geojson,philippines map,application/geo+json,file:/geojson.zip,111762.geojson,,0
313912_geojson,313912.geojson,Ket,application/geo+json,file:/geojson.zip,313912.geojson,,0
319746_geojson,319746.geojson,Nivkh,application/geo+json,file:/geojson.zip,319746.geojson,,0
0c5c5fc7be92e9f86625dd0d1121228b,MiaoDial.tif,,image/tiff,/home/robert/projects/ll/LL-map/raw/maps/MiaoLanguage/MiaoDial.tif,,209648500,
3a065818263abb8fea044ae5e0e965cb,MiaoLanguage.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/MiaoLanguage/MiaoLanguage.png,,12769301,
cceec35c6424dcb6739f08116ac8d74d,MiaoLanguage_small.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/MiaoLanguage/MiaoLanguage_small.jpg,,75462,
3fc2b19d0536f66b03737d7947b8aa27,MiaoLanguage.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/MiaoLanguage/MiaoLanguage.jpg,,201866,
19a5a056bfce0cfa570e156426cefda0,indochina.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/MiaoLanguage/indochina.jpg,,1197643,
d4f09c44e39213d09c77012cf7f3eabd,indochina_small.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/MiaoLanguage/indochina_small.jpg,,63229,
8a1ad9f3d4383f2d14dd1a06f7586069,MiaoLanguage.tif,,image/tiff,/home/robert/projects/ll/LL-map/raw/maps/MiaoLanguage/MiaoLanguage.tif,,224967520,
347039_geojson,347039.geojson,MiaoLanguage,application/geo+json,file:/geojson.zip,347039.geojson,,0
82d1b123b4eec7864029a01b9c6a8bf8,humpback_salmon.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Yupik/humpback_salmon.png,,26828985,
6375ab220f95436d0d079f4b507e5269,ice.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Yupik/ice.png,,26620943,
f654e6297310b5d6742a9c1164e8ce99,jackrabbit_arctic_hare.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Yupik/jackrabbit_arctic_hare.png,,27122694,
42290224d8634950251eb3a5a5930be0,lamp_light.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Yupik/lamp_light.png,,26633179,
98bc68dc2c6bc9063e66e58029fec48a,maqivik_pronunciation.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Yupik/maqivik_pronunciation.png,,27012555,
1f40afca95b1fead910c566167963a37,milk.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Yupik/milk.png,,27318500,
10478d30709162b046396c0b6eddea86,straight_knife.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Yupik/straight_knife.png,,26229331,
8641eac71a950077140391fcaa145d0d,Early_Slav_Tribal_Names.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/Early%20Slavs%20Tribal%20Names/Early_Slav_Tribal_Names.jpg,,947628,
112974_geojson,112974.geojson,Patterns in tribal names lines,application/geo+json,file:/geojson.zip,112974.geojson,,0
113299_geojson,113299.geojson,Patterns in tribal names shapes,application/geo+json,file:/geojson.zip,113299.geojson,,1
113028_geojson,113028.geojson,Line labels,application/geo+json,file:/geojson.zip,113028.geojson,,2
112446_geojson,112446.geojson,Shape labels,application/geo+json,file:/geojson.zip,112446.geojson,,3
c4f3ae88a6799a52f58a21ff503ae8b8,page 387.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/East%20Slav%20Tribal%20Regions/page%20387.jpg,,659955,
113220_geojson,113220.geojson,East Slavic Tribal Regions LABELS,application/geo+json,file:/geojson.zip,113220.geojson,,0
337844_geojson,337844.geojson,Indo-European Languages,application/geo+json,file:/geojson.zip,337844.geojson,,0
219064_geojson,219064.geojson,Language Enclaves,application/geo+json,file:/geojson.zip,219064.geojson,,1
313812_geojson,313812.geojson,Chukotko-Kamchatkan Languages,application/geo+json,file:/geojson.zip,313812.geojson,,0
653086796827d8aee3ffaf3b829b15b1,older_sister.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Yupik/older_sister.png,,13410077,
