ID,Name,Description,Media_Type,Download_URL,Path_In_Zip,filesize,Layer_Order
cf7cad60f0f2966b637c7f342e077578,Ehret004.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/Ehret004/Ehret004.jpg,,384931,
323318_geojson,323318.geojson,"Afrasans ca. 13,000 BCE",application/geo+json,file:/geojson.zip,323318.geojson,,0
323338_geojson,323338.geojson,"Khoisan ca. 16,000 BCE",application/geo+json,file:/geojson.zip,323338.geojson,,1
323359_geojson,323359.geojson,"Middle Nile Tradition ca. 11,000 BCE",application/geo+json,file:/geojson.zip,323359.geojson,,2
323380_geojson,323380.geojson,"Niger-Congo ca. 10,000 BCE",application/geo+json,file:/geojson.zip,323380.geojson,,3
61866ad21063ed8318ade63d7a87e0d9,Ehret008.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/Ehret008/Ehret008.jpg,,926161,
322327_geojson,322327.geojson,ehret008arrows,application/geo+json,file:/geojson.zip,322327.geojson,,0
322352_geojson,322352.geojson,Ehret008megachad,application/geo+json,file:/geojson.zip,322352.geojson,,1
322373_geojson,322373.geojson,Ehret008movementarrows,application/geo+json,file:/geojson.zip,322373.geojson,,2
322424_geojson,322424.geojson,ehret008movementlines,application/geo+json,file:/geojson.zip,322424.geojson,,3
322446_geojson,322446.geojson,Ehret008Peopleslines,application/geo+json,file:/geojson.zip,322446.geojson,,4
322468_geojson,322468.geojson,Ehret008shape1,application/geo+json,file:/geojson.zip,322468.geojson,,5
322489_geojson,322489.geojson,Ehret008shape2,application/geo+json,file:/geojson.zip,322489.geojson,,6
322509_geojson,322509.geojson,Ehret008shape3,application/geo+json,file:/geojson.zip,322509.geojson,,7
322566_geojson,322566.geojson,Ehret008shape4,application/geo+json,file:/geojson.zip,322566.geojson,,8
322587_geojson,322587.geojson,Ehret008shape5,application/geo+json,file:/geojson.zip,322587.geojson,,9
322606_geojson,322606.geojson,Ehret008shape6,application/geo+json,file:/geojson.zip,322606.geojson,,10
5d08263c62edf16c40fa5c7803fa8ef5,Ehret007.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Ehret007/Ehret007.png,,1630295,
323905_geojson,323905.geojson,Middle Eastern Agriculture,application/geo+json,file:/geojson.zip,323905.geojson,,5
323801_geojson,323801.geojson,Aquatic,application/geo+json,file:/geojson.zip,323801.geojson,,0
323822_geojson,323822.geojson,Migration Paths,application/geo+json,file:/geojson.zip,323822.geojson,,1
323843_geojson,323843.geojson,Cushitic Agripastoralism,application/geo+json,file:/geojson.zip,323843.geojson,,2
323862_geojson,323862.geojson,Labels,application/geo+json,file:/geojson.zip,323862.geojson,,3
323883_geojson,323883.geojson,Lake Megachad,application/geo+json,file:/geojson.zip,323883.geojson,,4
323926_geojson,323926.geojson,Omotic Agriculture,application/geo+json,file:/geojson.zip,323926.geojson,,6
323945_geojson,323945.geojson,West African Planting Agriculture,application/geo+json,file:/geojson.zip,323945.geojson,,7
323966_geojson,323966.geojson,Sudanic Agriculture,application/geo+json,file:/geojson.zip,323966.geojson,,8
09bac7ec394e510ea3ea3714211d58ad,Ehret006.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/Ehret006/Ehret006.jpg,,520383,
323442_geojson,323442.geojson,Afrasans,application/geo+json,file:/geojson.zip,323442.geojson,,0
323462_geojson,323462.geojson,Afrasans labels,application/geo+json,file:/geojson.zip,323462.geojson,,1
323493_geojson,323493.geojson,BaTwa labels,application/geo+json,file:/geojson.zip,323493.geojson,,2
323514_geojson,323514.geojson,Congo Labels,application/geo+json,file:/geojson.zip,323514.geojson,,3
323535_geojson,323535.geojson,Khoisan,application/geo+json,file:/geojson.zip,323535.geojson,,4
323554_geojson,323554.geojson,Lake Megachad,application/geo+json,file:/geojson.zip,323554.geojson,,5
323576_geojson,323576.geojson,Miscellaneous Labels,application/geo+json,file:/geojson.zip,323576.geojson,,6
323597_geojson,323597.geojson,Niger-Congo,application/geo+json,file:/geojson.zip,323597.geojson,,7
323616_geojson,323616.geojson,Sudanic,application/geo+json,file:/geojson.zip,323616.geojson,,8
323637_geojson,323637.geojson,Sudanic Labels,application/geo+json,file:/geojson.zip,323637.geojson,,9
332547_geojson,332547.geojson,untitled,application/geo+json,file:/geojson.zip,332547.geojson,,10
06cae8cbf86abe3b06f58c38f3a5ce61,Africa_ethnic_groups_1996.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/Africa_Ethnic_Groups/Africa_ethnic_groups_1996.jpg,,2742607,
322877_geojson,322877.geojson,Ethnic Groups,application/geo+json,file:/geojson.zip,322877.geojson,,0
322951_geojson,322951.geojson,Ethnic Groups Layover,application/geo+json,file:/geojson.zip,322951.geojson,,1
322930_geojson,322930.geojson,Labels,application/geo+json,file:/geojson.zip,322930.geojson,,2
110040_geojson,110040.geojson,Bellwood Austronesian,application/geo+json,file:/geojson.zip,110040.geojson,,0
210090_geojson,210090.geojson,Algic Labels,application/geo+json,file:/geojson.zip,210090.geojson,,0
e06027640eb74f5343d29270f3cc1b2f,Greenberg1.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Greenberg/Greenberg1.png,,45593,
339254_geojson,339254.geojson,"Amerind, Na-Dene and Eskimo-Aleut",application/geo+json,file:/geojson.zip,339254.geojson,,0
1b5089f0caa4d3cd04304568d282f1d8,anatolia.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Anatolia/anatolia.png,,2693790,
216870_geojson,216870.geojson,Ancient Anatolian languages,application/geo+json,file:/geojson.zip,216870.geojson,,0
216893_geojson,216893.geojson,Mixed language area,application/geo+json,file:/geojson.zip,216893.geojson,,1
216916_geojson,216916.geojson,Ancient Cities,application/geo+json,file:/geojson.zip,216916.geojson,,2
216923_geojson,216923.geojson,Galatian Tribes,application/geo+json,file:/geojson.zip,216923.geojson,,3
215966_geojson,215966.geojson,Greek: Ancient Dialects,application/geo+json,file:/geojson.zip,215966.geojson,,0
216310_geojson,216310.geojson,Ancient Languages of the Tarim Basin,application/geo+json,file:/geojson.zip,216310.geojson,,0
216265_geojson,216265.geojson,Major Cities of the Tarim Basin,application/geo+json,file:/geojson.zip,216265.geojson,,1
8f83a57a0896f6fa0254e981e170078d,East_Asian_language_family_homelands.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/East_Asian_language_family_homelands/East_Asian_language_family_homelands.jpg,,629799,
307074_geojson,307074.geojson,Area of Neolithic Cultures,application/geo+json,file:/geojson.zip,307074.geojson,,0
306868_geojson,306868.geojson,Approximate language family homelands,application/geo+json,file:/geojson.zip,306868.geojson,,1
307110_geojson,307110.geojson,Spread of language families,application/geo+json,file:/geojson.zip,307110.geojson,,2
307001_geojson,307001.geojson,Language group labels,application/geo+json,file:/geojson.zip,307001.geojson,,3
32e95cc3833739220e44fbbec9f4f233,OatesSubGroups.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/OatesSubGroups/OatesSubGroups.png,,8065566,
25012ce276fd20dcca4d22054b2d4043,Saami.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/Saami/Saami.jpg,,631976,
4b005dd0a85c597148268f14e41dc0b8,map35.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/HistoricalAtlasMiddleEast/map35.png,,5429675,
335368_geojson,335368.geojson,Umayyad Caliphate in Spain,application/geo+json,file:/geojson.zip,335368.geojson,,0
305571_geojson,305571.geojson,Arawan in Contemporary South America,application/geo+json,file:/geojson.zip,305571.geojson,,0
3302c1a589b01f47f071c1ae312df699,barbarian_kingdoms.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/AtlasMedievalEurope/barbarian_kingdoms.jpg,,1079965,
339990_geojson,339990.geojson,Germanic Frontier,application/geo+json,file:/geojson.zip,339990.geojson,,0
337862_geojson,337862.geojson,Cities,application/geo+json,file:/geojson.zip,337862.geojson,,1
347215_geojson,347215.geojson,Peoples,application/geo+json,file:/geojson.zip,347215.geojson,,2
347478_geojson,347478.geojson,Regions of Interest,application/geo+json,file:/geojson.zip,347478.geojson,,3
59a3a45da4fd089c55b45a051c3bc2b0,BLACK_DEATH.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/AtlasMedievalEurope/BLACK_DEATH.jpg,,1359051,
347417_geojson,347417.geojson,Plague Advancement,application/geo+json,file:/geojson.zip,347417.geojson,,0
343592_geojson,343592.geojson,Areas of low plague mortality,application/geo+json,file:/geojson.zip,343592.geojson,,1
343573_geojson,343573.geojson,Cities,application/geo+json,file:/geojson.zip,343573.geojson,,2
5b529cd549be4478ccf9eb1bb395d1ec,Arctic_Ethnic.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/Arctic_Ethnic/Arctic_Ethnic.jpg,,1168863,
301285_geojson,301285.geojson,Ethnic Composition,application/geo+json,file:/geojson.zip,301285.geojson,,0
301335_geojson,301335.geojson,Mixed Areas,application/geo+json,file:/geojson.zip,301335.geojson,,1
2e6f2835abf4bb613ef473e761543fd3,Aztec_Empire_c_1519.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Aztec_Empire/Aztec_Empire_c_1519.png,,443018,
2d4947eb2607bb0a0b284df109182735,HAELG_PNG_v3_pt4_NBEthGrp_1873-1907_MAP001.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/HAELG/HAELG_PNG_v3_pt4_NBEthGrp_1873-1907_MAP001.jpg,,290411,
c71e76c272974e235424eb779980799e,HAELG_PNG_v3_pt4_NBEthGrp_1908-1921_MAP002.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/HAELG/HAELG_PNG_v3_pt4_NBEthGrp_1908-1921_MAP002.jpg,,282306,
ded9101e55334bea9596a406365efe5c,HAELG_PNG_v3_pt4_NBEthGrp_1922-1946_MAP003.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/HAELG/HAELG_PNG_v3_pt4_NBEthGrp_1922-1946_MAP003.jpg,,285776,
7541155af36da63c0dbe59d5a45365b7,HAELG_PNG_v3_pt4_NBEthGrp_1947-1959_MAP004.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/HAELG/HAELG_PNG_v3_pt4_NBEthGrp_1947-1959_MAP004.jpg,,291019,
02a25e4f6476a1b63011fa11ef3bead4,HAELG_PNG_v3_pt4_NBEthGrp_1960-1975_MAP005.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/HAELG/HAELG_PNG_v3_pt4_NBEthGrp_1960-1975_MAP005.jpg,,280969,
307352_geojson,307352.geojson,1873-1907,application/geo+json,file:/geojson.zip,307352.geojson,,0
307369_geojson,307369.geojson,1908-1921,application/geo+json,file:/geojson.zip,307369.geojson,,1
307387_geojson,307387.geojson,1922-1946,application/geo+json,file:/geojson.zip,307387.geojson,,2
307406_geojson,307406.geojson,1947-1959,application/geo+json,file:/geojson.zip,307406.geojson,,3
307321_geojson,307321.geojson,1960-1975,application/geo+json,file:/geojson.zip,307321.geojson,,4
218510_geojson,218510.geojson,Tinwan Subgroup,application/geo+json,file:/geojson.zip,218510.geojson,,0
218434_geojson,218434.geojson,Laragiyan Subgroup,application/geo+json,file:/geojson.zip,218434.geojson,,1
218415_geojson,218415.geojson,Lamilingan-Wulna Subgroup,application/geo+json,file:/geojson.zip,218415.geojson,,2
218644_geojson,218644.geojson,Gungaraganyan Subgroup,application/geo+json,file:/geojson.zip,218644.geojson,,3
218529_geojson,218529.geojson,Umbugarla Subgroup,application/geo+json,file:/geojson.zip,218529.geojson,,4
218395_geojson,218395.geojson,Guneingguan Subgroup,application/geo+json,file:/geojson.zip,218395.geojson,,5
218625_geojson,218625.geojson,Giimbiyu Subgroup,application/geo+json,file:/geojson.zip,218625.geojson,,6
218375_geojson,218375.geojson,Garawan Subgroup,application/geo+json,file:/geojson.zip,218375.geojson,,7
218453_geojson,218453.geojson,Margic Subgroup,application/geo+json,file:/geojson.zip,218453.geojson,,8
218606_geojson,218606.geojson,Yiwaidjan Subgroup,application/geo+json,file:/geojson.zip,218606.geojson,,9
218335_geojson,218335.geojson,Djeragan Subgroup,application/geo+json,file:/geojson.zip,218335.geojson,,10
218472_geojson,218472.geojson,Mirndi Subgroup,application/geo+json,file:/geojson.zip,218472.geojson,,11
218587_geojson,218587.geojson,Wororan Subgroup,application/geo+json,file:/geojson.zip,218587.geojson,,12
218222_geojson,218222.geojson,Bunban Subgroup,application/geo+json,file:/geojson.zip,218222.geojson,,13
218491_geojson,218491.geojson,Nyulnyulan Subgroup,application/geo+json,file:/geojson.zip,218491.geojson,,14
218242_geojson,218242.geojson,Daly Subgroup,application/geo+json,file:/geojson.zip,218242.geojson,,15
218548_geojson,218548.geojson,Unclassified Subgroup,application/geo+json,file:/geojson.zip,218548.geojson,,16
218567_geojson,218567.geojson,Waramungic Subgroup,application/geo+json,file:/geojson.zip,218567.geojson,,17
219108_geojson,219108.geojson,Non-Pama-Ngyungan Language Labels,application/geo+json,file:/geojson.zip,219108.geojson,,18
218829_geojson,218829.geojson,Pama-Ngyungan,application/geo+json,file:/geojson.zip,218829.geojson,,0
218849_geojson,218849.geojson,Pama-Nyungan Tangic Subgroup,application/geo+json,file:/geojson.zip,218849.geojson,,1
218889_geojson,218889.geojson,Pama-Nyungan Yuulngu Subgroup,application/geo+json,file:/geojson.zip,218889.geojson,,2
218908_geojson,218908.geojson,Pama-Ngyungan Kartu Subgroup,application/geo+json,file:/geojson.zip,218908.geojson,,3
218928_geojson,218928.geojson,Pama-Ngyungan Wati Subgroup,application/geo+json,file:/geojson.zip,218928.geojson,,4
218201_geojson,218201.geojson,Codes Needed,application/geo+json,file:/geojson.zip,218201.geojson,,5
218181_geojson,218181.geojson,Australian Cities,application/geo+json,file:/geojson.zip,218181.geojson,,6
219128_geojson,219128.geojson,Pama-Ngyungan Language labels,application/geo+json,file:/geojson.zip,219128.geojson,,7
110982_geojson,110982.geojson,Australian Vegetation circa 1788,application/geo+json,file:/geojson.zip,110982.geojson,,0
ce3ec3817fad5ddcd18d308c603cfba9,LAUSDistribBP.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/LAUSDistribBP/LAUSDistribBP.jpg,,289672,
324161_geojson,324161.geojson,LAUSDistribBP_combo,application/geo+json,file:/geojson.zip,324161.geojson,,0
324210_geojson,324210.geojson,LAUSDistribBP_pronom_pre,application/geo+json,file:/geojson.zip,324210.geojson,,1
324240_geojson,324240.geojson,LAUSDistribBP_pronom_suf,application/geo+json,file:/geojson.zip,324240.geojson,,2
324191_geojson,324191.geojson,LAUSDistribBP_langs,application/geo+json,file:/geojson.zip,324191.geojson,,3
326072_geojson,326072.geojson,Wambayan Family,application/geo+json,file:/geojson.zip,326072.geojson,,26
325452_geojson,325452.geojson,Djergan Family,application/geo+json,file:/geojson.zip,325452.geojson,,4
326051_geojson,326051.geojson,Tjingiluan Family,application/geo+json,file:/geojson.zip,326051.geojson,,25
321255_geojson,321255.geojson,Brinken Family,application/geo+json,file:/geojson.zip,321255.geojson,,0
325370_geojson,325370.geojson,Bunaban Family,application/geo+json,file:/geojson.zip,325370.geojson,,1
325391_geojson,325391.geojson,Burean Family,application/geo+json,file:/geojson.zip,325391.geojson,,2
325422_geojson,325422.geojson,Djamindjungan Family,application/geo+json,file:/geojson.zip,325422.geojson,,3
325473_geojson,325473.geojson,Garaman Family,application/geo+json,file:/geojson.zip,325473.geojson,,5
325504_geojson,325504.geojson,Grooteeyelandtan Family 2,application/geo+json,file:/geojson.zip,325504.geojson,,6
325535_geojson,325535.geojson,Grooteeyelandtan Family,application/geo+json,file:/geojson.zip,325535.geojson,,7
325566_geojson,325566.geojson,Gunavidjian Family,application/geo+json,file:/geojson.zip,325566.geojson,,8
325588_geojson,325588.geojson,Gunwingguan Family,application/geo+json,file:/geojson.zip,325588.geojson,,9
325621_geojson,325621.geojson,Iwaidjan Family,application/geo+json,file:/geojson.zip,325621.geojson,,10
325652_geojson,325652.geojson,Kakaduan Family,application/geo+json,file:/geojson.zip,325652.geojson,,11
325671_geojson,325671.geojson,Karwan Family,application/geo+json,file:/geojson.zip,325671.geojson,,12
325692_geojson,325692.geojson,Larakian Family,application/geo+json,file:/geojson.zip,325692.geojson,,13
325723_geojson,325723.geojson,Mangaraian Family,application/geo+json,file:/geojson.zip,325723.geojson,,14
325754_geojson,325754.geojson,Mangerian Family,application/geo+json,file:/geojson.zip,325754.geojson,,15
325785_geojson,325785.geojson,Maran Family,application/geo+json,file:/geojson.zip,325785.geojson,,16
325818_geojson,325818.geojson,Minkinan Family,application/geo+json,file:/geojson.zip,325818.geojson,,17
325839_geojson,325839.geojson,Mullukmullukan Family,application/geo+json,file:/geojson.zip,325839.geojson,,18
325860_geojson,325860.geojson,Nagaran Family,application/geo+json,file:/geojson.zip,325860.geojson,,19
325891_geojson,325891.geojson,Nangumirian Family,application/geo+json,file:/geojson.zip,325891.geojson,,20
325912_geojson,325912.geojson,Nunggubuyan Family,application/geo+json,file:/geojson.zip,325912.geojson,,21
325943_geojson,325943.geojson,Nyulnyulan Family,application/geo+json,file:/geojson.zip,325943.geojson,,22
325976_geojson,325976.geojson,Pamanyugan Family,application/geo+json,file:/geojson.zip,325976.geojson,,23
326020_geojson,326020.geojson,Tiwian Family,application/geo+json,file:/geojson.zip,326020.geojson,,24
326093_geojson,326093.geojson,Wogatjan Family,application/geo+json,file:/geojson.zip,326093.geojson,,27
326124_geojson,326124.geojson,Wororan Family,application/geo+json,file:/geojson.zip,326124.geojson,,28
326157_geojson,326157.geojson,Yanyulan Family,application/geo+json,file:/geojson.zip,326157.geojson,,29
d39962604b18003e56881c5f38e9f9ce,Australia_Prehistory.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Wurm_Australia/Australia_Prehistory.png,,7771621,
de372bf0a87f50ddec25ed9735d0ff0a,Central Europe - Magocsi002_page81.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/HistoralAtlasCentralEurope/Central%20Europe%20-%20Magocsi002_page81.jpg,,2808414,
209229_geojson,209229.geojson,Austro-Hungarian Empire,application/geo+json,file:/geojson.zip,209229.geojson,,0
209252_geojson,209252.geojson,Capitals of Austrian Provinces,application/geo+json,file:/geojson.zip,209252.geojson,,1
209357_geojson,209357.geojson,Sanjak of Novi Pazar,application/geo+json,file:/geojson.zip,209357.geojson,,2
209272_geojson,209272.geojson,Internal Boundaries,application/geo+json,file:/geojson.zip,209272.geojson,,3
7453cab45fa1cf42ea7223b5441e630b,Aymara-Language-Distributio.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Aymara-Language-Distribution/Aymara-Language-Distributio.png,,35420,
333527_geojson,333527.geojson,Aymara Language Distribution,application/geo+json,file:/geojson.zip,333527.geojson,,0
fcd7975b6dd357fff7043b0ed3b1333b,Tat.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Tat/Tat.png,,196014,
346152_geojson,346152.geojson,Language Community,application/geo+json,file:/geojson.zip,346152.geojson,,1
346131_geojson,346131.geojson,Tat Language,application/geo+json,file:/geojson.zip,346131.geojson,,0
92e9cf9b5be63e657a828aa1bc84a8b5,kuy.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Kuy/kuy.png,,640140,
345469_geojson,345469.geojson,kuy,application/geo+json,file:/geojson.zip,345469.geojson,,0
c4133fd2f7ef49f6b5e3bf75d4299481,Comrie_Slavonic007.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/Slovak_Dialects/Comrie_Slavonic007.jpg,,575543,
212899_geojson,212899.geojson,Slovak Dialect Divisions,application/geo+json,file:/geojson.zip,212899.geojson,,1
212864_geojson,212864.geojson,Slovak Counties,application/geo+json,file:/geojson.zip,212864.geojson,,0
217278_geojson,217278.geojson,Monquian,application/geo+json,file:/geojson.zip,217278.geojson,,0
210997_geojson,210997.geojson,Guaicurian,application/geo+json,file:/geojson.zip,210997.geojson,,1
211218_geojson,211218.geojson,Cochimí,application/geo+json,file:/geojson.zip,211218.geojson,,2
211163_geojson,211163.geojson,Seri,application/geo+json,file:/geojson.zip,211163.geojson,,3
217342_geojson,217342.geojson,Pericú,application/geo+json,file:/geojson.zip,217342.geojson,,4
7d931c773338896be04421a3c7f09085,Central Europe - Magocsi001_page 99_useforlegend.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/HistoralAtlasCentralEurope/Central%20Europe%20-%20Magocsi001_page%2099_useforlegend.jpg,,2936487,
c7a3e7a21a313466a7bb66e9e1e49742,Central Europe - Magocsi001_page87.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/HistoralAtlasCentralEurope/Central%20Europe%20-%20Magocsi001_page87.jpg,,2391016,
212509_geojson,212509.geojson,Ethnolinguistic Distribution,application/geo+json,file:/geojson.zip,212509.geojson,,0
212528_geojson,212528.geojson,Mixed Areas,application/geo+json,file:/geojson.zip,212528.geojson,,1
211699_geojson,211699.geojson,International Boundaries,application/geo+json,file:/geojson.zip,211699.geojson,,2
304365_geojson,304365.geojson,Bora-Witótoan,application/geo+json,file:/geojson.zip,304365.geojson,,0
e3e6e6021dd3fa7b05ad6e77928a2d94,Celtic020.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/ExtentOfBreton/Celtic020.png,,8135873,
04d75a727df828b09ea5a5b7824440dc,Celtic018small.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/ExtentOfBreton/Celtic018small.png,,105164,
fae2cb674a9c341286b35a3c2f8f8fc1,Celtic020small.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/ExtentOfBreton/Celtic020small.png,,180794,
ce9692dfa276fd9e69c320ef9a8547c1,Celtic018.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/ExtentOfBreton/Celtic018.png,,4794500,
0aded904785523d092472106e70032ff,atlas018.JPG,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/LangsandIntercomm/atlas018.JPG,,19157585,
110540_geojson,110540.geojson,Language and Intercommunication in Alaska and Canada (Bakker),application/geo+json,file:/geojson.zip,110540.geojson,,0
207379_geojson,207379.geojson,Language and Intercommunication in Canada and Alaska: Boundaries (Bakker),application/geo+json,file:/geojson.zip,207379.geojson,,1
110587_geojson,110587.geojson,Languages and Intercommunication in Alaska and Canada: Arrows (Bakker),application/geo+json,file:/geojson.zip,110587.geojson,,2
345546_geojson,345546.geojson,Canada: Cultural Areas,application/geo+json,file:/geojson.zip,345546.geojson,,0
6ccb8618848ac8a0b26df08a91ad5b41,SubarticPeopleNA.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/SubarticPeopleNA/SubarticPeopleNA.jpg,,103170,
342135_geojson,342135.geojson,Tribal Groups,application/geo+json,file:/geojson.zip,342135.geojson,,0
8e8c92f9c4a3bb370ba88b6c6d687977,CurrentCeltic.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/CurrentCeltic/CurrentCeltic.png,,7427779,
453ff00381c9a89dacd7471bfc1f0e1a,EasternEurope.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/EasternEurope/EasternEurope.png,,525917,
348526_geojson,348526.geojson,Central and Eastern European languages and dialects,application/geo+json,file:/geojson.zip,348526.geojson,,0
ed7310a68468c4d24e0a73ec7d8c8fec,Comrie_Slavonic005.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/Slovene_Dialects/Comrie_Slavonic005.jpg,,2818270,
303236_geojson,303236.geojson,Slovene Dialect Areas,application/geo+json,file:/geojson.zip,303236.geojson,,0
303200_geojson,303200.geojson,Slovene City Areas (proportionate to city size),application/geo+json,file:/geojson.zip,303200.geojson,,1
180fd1bf201ebba7b357798d417698e0,Comrie_Slavonic010.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/Belorussian_Dialect_Groups/Comrie_Slavonic010.jpg,,617840,
214147_geojson,214147.geojson,Belorussian Dialect Groups,application/geo+json,file:/geojson.zip,214147.geojson,,0
66299a77ae7f1ae8e81b6df81fc4913f,Mamerie.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Mamerie2/Mamerie.png,,491558,
214839_geojson,214839.geojson,Disputed Classification,application/geo+json,file:/geojson.zip,214839.geojson,,0
216159_geojson,216159.geojson,Uto-Aztecan,application/geo+json,file:/geojson.zip,216159.geojson,,1
213946_geojson,213946.geojson,Chibchan,application/geo+json,file:/geojson.zip,213946.geojson,,2
214861_geojson,214861.geojson,Oto-Manguean,application/geo+json,file:/geojson.zip,214861.geojson,,3
216181_geojson,216181.geojson,Labels,application/geo+json,file:/geojson.zip,216181.geojson,,4
210904_geojson,210904.geojson,Kiowa Tanoan,application/geo+json,file:/geojson.zip,210904.geojson,,0
210066_geojson,210066.geojson,Adai,application/geo+json,file:/geojson.zip,210066.geojson,,1
210449_geojson,210449.geojson,Chitimacha,application/geo+json,file:/geojson.zip,210449.geojson,,2
210930_geojson,210930.geojson,Natchez,application/geo+json,file:/geojson.zip,210930.geojson,,3
9d2a2afdb5f25d1438292c5aaea77505,atlas008.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/Changes/atlas008.png,,29584240,
111870_geojson,111870.geojson,Yakut in the 17th Century,application/geo+json,file:/geojson.zip,111870.geojson,,0
111894_geojson,111894.geojson,Yakut in the 18th Century,application/geo+json,file:/geojson.zip,111894.geojson,,1
111959_geojson,111959.geojson,Yakut in the 19th Century,application/geo+json,file:/geojson.zip,111959.geojson,,2
111850_geojson,111850.geojson,Evenki in the 17th Century,application/geo+json,file:/geojson.zip,111850.geojson,,3
111918_geojson,111918.geojson,Evenki in the 18th Century,application/geo+json,file:/geojson.zip,111918.geojson,,4
111938_geojson,111938.geojson,Evenki in the 19th Century,application/geo+json,file:/geojson.zip,111938.geojson,,5
111981_geojson,111981.geojson,NE Paleoasiatic in the 17th Century,application/geo+json,file:/geojson.zip,111981.geojson,,6
112003_geojson,112003.geojson,NE Paleoasiatic in the 18th Century,application/geo+json,file:/geojson.zip,112003.geojson,,7
112025_geojson,112025.geojson,NE Paleoasiatic in the 19th Century,application/geo+json,file:/geojson.zip,112025.geojson,,8
306116_geojson,306116.geojson,Chikitano-Bororoan in Contemporary South America,application/geo+json,file:/geojson.zip,306116.geojson,,0
ce1620ae508ba611ff2b8c66278e3b91,Comrie_Slavonic002.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/Bulgarian_Dialects/Comrie_Slavonic002.jpg,,407395,
208165_geojson,208165.geojson,Western and Eastern Bulgarian Dialects,application/geo+json,file:/geojson.zip,208165.geojson,,0
208688_geojson,208688.geojson,West - East Dialect Divide,application/geo+json,file:/geojson.zip,208688.geojson,,1
208050_geojson,208050.geojson,Bulgarian Cities,application/geo+json,file:/geojson.zip,208050.geojson,,2
303827_geojson,303827.geojson,Choko in Contemporary South America,application/geo+json,file:/geojson.zip,303827.geojson,,0
6bb8398bc99ec629ef75466d6b94c3fa,Damakawa_Villages.png,,image/png,/home/robert/projects/ll/LL-map/raw/maps/DamakawaVillages/Damakawa_Villages.png,,728508,
326367_geojson,326367.geojson,Nearby Languages,application/geo+json,file:/geojson.zip,326367.geojson,,0
326389_geojson,326389.geojson,Dirindaji-Makuuku Road,application/geo+json,file:/geojson.zip,326389.geojson,,1
326412_geojson,326412.geojson,Damakawa Villages,application/geo+json,file:/geojson.zip,326412.geojson,,2
326431_geojson,326431.geojson,Non-Damakawa Villages,application/geo+json,file:/geojson.zip,326431.geojson,,3
12714_geojson,12714.geojson,Congo Vegetation,application/geo+json,file:/geojson.zip,12714.geojson,,0
e7a6f6d689007771b81922f7788bd274,Newman002.jpg,,image/jpeg,/home/robert/projects/ll/LL-map/raw/maps/Newman002/Newman002.jpg,,1354794,
